Year,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit,Qty,Trade Value (US$)
2011.0,Import,170.0,Colombia,COL,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,144.0,4701.0
2011.0,Export,170.0,Colombia,COL,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,19773179182.0,13406304320.0
2011.0,Import,170.0,Colombia,COL,862.0,Venezuela,VEN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,3.0,139.0
2011.0,Import,188.0,Costa Rica,CRI,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,207878347.0,160374347.0
2011.0,Export,188.0,Costa Rica,CRI,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,18.0,5.0
2011.0,Import,188.0,Costa Rica,CRI,12.0,Algeria,DZA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,72152420.0,67441432.0
2011.0,Import,188.0,Costa Rica,CRI,84.0,Belize,BLZ,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,25052241.0,17929083.0
2011.0,Import,188.0,Costa Rica,CRI,156.0,China,CHN,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1.0,3.0
2011.0,Import,188.0,Costa Rica,CRI,170.0,Colombia,COL,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,83186757.0,55803620.0
2011.0,Import,188.0,Costa Rica,CRI,484.0,Mexico,MEX,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1.0,12.0
2011.0,Import,188.0,Costa Rica,CRI,699.0,India,IND,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,16680.0,26880.0
2011.0,Export,188.0,Costa Rica,CRI,699.0,India,IND,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,18.0,5.0
2011.0,Import,188.0,Costa Rica,CRI,842.0,USA,USA,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,27470247.0,19173317.0
2011.0,Import,214.0,Dominican Rep.,DOM,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,1700557856.0,979487508.0
2011.0,Export,214.0,Dominican Rep.,DOM,0.0,World,WLD,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,165980.0,64863.0
2011.0,Export,214.0,Dominican Rep.,DOM,332.0,Haiti,HTI,270900.0,"Petroleum oils, oils from bituminous minerals, crude",Weight in kilograms,26000.0,29900.0
